title,authors,average_rating
On Love: Lysis/Symposium/Phaedrus/Alcibiades/Selections from Republic & Laws,Plato/C.D.C. Reeve,4.06
Gorgias/Phaedrus (Agora),Plato/James H. Nichols Jr.,4.35
Statesman,Plato/C.J. Rowe,3.85
Gorgias,Plato/Walter Hamilton/Chris Emlyn-Jones,3.95
The Histories,Herodotus/Aubrey de Sélincourt/John M. Marincola,3.99
The Histories,Herodotus/Aubrey de Sélincourt/John M. Marincola,3.99
The History (Great Minds),Herodotus/Henry Francis Cary,3.99
The Histories,Herodotus/Carolyn Dewald/Robin Waterfield,3.99
The Histories,Herodotus/Aubrey de Sélincourt/Andrew Robert Burn,3.99
The Histories,Herodotus/Jennifer Tolbert Roberts/Walter Blanco,3.99
The Histories,Herodotus/Edward Henry Blakeney/George Rawlinson/Rosalind Thomas,3.99
The History,Herodotus/Peter Grene,3.99
The Iliad,Homer/Robert Fagles/Bernard Knox,3.86
Iliad,Homer/Stanley Lombardo/Sheila Murnaghan,3.86
The Iliad,Homer/Robert Fitzgerald/Andrew Ford,3.86
The Iliad/The Odyssey,Homer/Robert Fagles/Bernard Knox,4.04
The Iliad,Homer/E.V. Rieu/Peter Jones/D.C.H. Rieu,3.86
The Iliad,Homer/W.H.D. Rouse,3.86
The Essential Iliad,Homer/Sheila Murnaghan/Stanley Lombardo,3.86
The Odyssey,Homer/Robert Fagles/Bernard Knox,3.76
The Odyssey,Homer/Robert Fitzgerald/D.S. Carne-Ross,3.76
The Odyssey,Homer/Richmond Lattimore,3.76
The Odyssey,Homer/E.V. Rieu/Peter Jones/D.C.H. Rieu,3.76
The Odyssey,Homer/W.H.D. Rouse,3.76
Aeneid: Selections from Books 1  2  4  6  10  12,Virgil/Barbara Weiden Boyd,4.35
Eclogues. Georgics. Aeneid: Books 1-6,Virgil/Henry Rushton Fairclough/G.P. Goold,4.22
City Eclogue,Ed Roberson,4.13
The Eclogues and The Georgics,Virgil/Cecil Day-Lewis,3.80
Paul Kirk's Championship Barbecue Sauces: 175 Make-Your-Own Sauces  Marinades  Dry Rubs  Wet Rubs  Mops and Salsas,Paul  Kirk,3.94
The Complete Pelican Shakespeare,William Shakespeare/Stephen Orgel/A.R. Braunmuller,4.50
The Complete Works,William Shakespeare,4.50
Hamlet,William Shakespeare/Harold Bloom/Rex Gibson,4.02
The Compleat Works of Wllm Shkspr (abridged),Reduced Shakespeare Company/Adam Long/Daniel Singer/Jess Winfield,4.44
The Pilgrimage: A Contemporary Quest for Ancient Wisdom,Paulo Coelho/Alan R. Clarke,3.64
The Valkyries,Paulo Coelho/Alan R. Clarke,3.31
Warrior of the Light,Paulo Coelho,3.70
The Zahir,Paulo Coelho/Margaret Jull Costa,3.57
By the River Piedra I Sat Down and Wept,Paulo Coelho/Alan R. Clarke,3.57
The Fifth Mountain,Paulo Coelho/Clifford E. Landers,3.62
Veronika Decides to Die,Paulo Coelho/Margaret Jull Costa/Kâmuran Şipal,3.70
Hamlet,William Shakespeare/Stephen Orgel/A.R. Braunmuller,4.02
Cliffs Notes on Shakespeare's Hamlet,Carla Lynn Stockton,3.69
Shakespeare's Hamlet,William Shakespeare/Terri Mategrano,4.02
Hamlet's Mill: An Essay Investigating the Origins of Human Knowledge and Its Transmission Through Myth,Giorgio De Santillana/Hertha Von Dechend,4.29
History of the Peloponnesian War: Bk. 1-2,Thucydides/C.F. Smith,4.32
On Justice  Power and Human Nature: Selections from The History of the Peloponnesian War,Thucydides/Paul Woodruff,3.72
History of the Peloponnesian War: Bk. 5-6,Thucydides/C.F. Smith,4.35
The Peloponnesian War,Thucydides/Steven Lattimore,3.90
The Peloponnesian War: A New Translation  Backgrounds  Interpretations,Thucydides/Jennifer Tolbert Roberts/Walter Blanco,3.90
History of the Peloponnesian War  Bk. 7-8,Thucydides/C.F. Smith,4.29
Thucydides  Book 6 Commentary,Cynthia W. Shelmerdine,4.50
Euripides I: Alcestis / The Medea / The Heracleidae / Hippolytus,Euripides/Richmond Lattimore/David Grene/Rex Warner/Ralph Gladstone,4.03
Euripides V: Electra / The Phoenician Women / The Bacchae,Euripides/David Grene/Richmond Lattimore/Emily Townsend Vermeule/Elizabeth Wyckoff/William Arrowsmith,4.21
Euripides IV: Rhesus / The Suppliant Women / Orestes / Iphigenia in Aulis,Euripides/David Grene/Richmond Lattimore/William Arrowsmith/Frank William Jones/Charles R. Walker,4.21
Grief Lessons: Four Plays by Euripides,Anne Carson/Euripides,4.40
Ten Plays,Euripides/Moses Hadas/John Maclean,4.17
Euripides III: Hecuba / Andromache / The Trojan Women / Ion (Complete Greek Tragedies  #7),Euripides/David Grene/Richmond Lattimore/William Arrowsmith/John Frederick Nims/Ronald Frederick Willetts,4.00
Euripides II: The Cyclops / Heracles / Iphigenia in Tauris / Helen,Euripides/David Grene/Richmond Lattimore/Witter Bynner/William Arrowsmith,4.31
Medea and Other Plays,Euripides/John Davie/Richard Rutherford,4.03
Cyclops / Alcestis / Medea,Euripides/David Kovacs,4.23
Medea,Euripides/Donald J. Mastronarde,3.87
The Bacchae and Other Plays,Euripides/John Davie/Richard Rutherford,4.14
Bakkhai,Euripides/Reginald Gibbons/Peter H. Burian,3.88
Plays 1: Medea/The Phoenician Women/Bacchae,Euripides/David Thompson/J. Michael Walton,3.78
The Trojan Women and Hippolytus,Euripides,3.63
The Bacchae of Euripides: A Communion Rite,Wole Soyinka,3.86
Orestes and Other Plays,Euripides/James Morwood/Robin Waterfield,4.10
Children of Heracles / Hippolytus / Andromache / Hecuba,Euripides/David Kovacs,4.26
Alcestis,Euripides/William Arrowsmith,3.83
Suppliant Women / Electra / Heracles,Euripides/David Kovacs,4.47
Medea,Euripides/Georgia Ann Machemer/Michael   Collier,3.87
Euripides: Medea,William Allan,4.04
CliffsNotes on Euripides' Medea and Electra,Robert J. Milch,4.20
Trojan Women / Iphigenia Among the Taurians / Ion,Euripides/David Kovacs,4.03
Helen / Phoenician Women / Orestes,Euripides/David Kovacs,4.07
Euripides: Iphigenia at Aulis (Companions to Greek & Roman Tragedy),Euripides/Pantelis Michelakis,4.03
The Complete Greek Tragedies  Volume 3: Euripides,Euripides/David Grene/Richmond Lattimore,4.43
Aeschylus I: Oresteia (Agamemnon  The Libation Bearers  The Eumenides),Aeschylus/David Grene/Richmond Lattimore,4.02
Aeschylus II: The Suppliant Maidens  The Persians  Seven against Thebes  and Prometheus Bound (The Complete Greek Tragedies),Aeschylus/David Grene/Richmond Lattimore/Seth Benardete,4.10
The Oresteia,Aeschylus/Alan Shapiro/Peter H. Burian,4.02
The Oresteia: Agamemnon  The Libation Bearers  The Eumenides,Aeschylus/Robert Fagles/William Bedell Stanford,4.02
Oresteia,Aeschylus/Peter Meineck/Helene P. Foley,4.02
Prometheus Bound and Other Plays,Aeschylus/Philip Vellacott,4.10
The Oresteia,Aeschylus/Ted Hughes,4.02
Aeschylus  1: The Oresteia: Agamemnon/The Libation Bearers/The Eumenides,Aeschylus/David R. Slavitt/Smith Palmer Bovie,4.02
The Complete Greek Tragedies  Volume 1: Aeschylus,Aeschylus/Richmond Lattimore/David Grene,4.10
Aeschylus: The Oresteia (A Student Guide: Landmarks of World Literature),Simon Goldhill,4.03
The Oresteia: Agamemnon  Choephoroe & Eumenides (Everyman's Library  No. 260),Aeschylus/George Thomson/Richard Seaford,4.02
Aeschylus 2: The Persians/Seven Against Thebes/The Suppliants/Prometheus Bound,Aeschylus/David R. Slavitt/Smith Palmer Bovie,4.10
The Oresteia Trilogy: Agamemnon/The Libation-Bearers/The Furies,Aeschylus/E.D.A. Morshead,4.02
The Suppliant Maidens/The Persians/Seven against Thebes/Prometheus Bound,Aeschylus/E.D.A. Morshead,4.10
Sophocles II: Ajax/Women of Trachis/Electra/Philoctetes (Complete Greek Tragedies 4),Sophocles/David Grene/Richmond Lattimore/John Moore/Michael Jameson,4.14
The Oedipus Plays of Sophocles: Oedipus the King; Oedipus at Colonus; Antigone,Sophocles/Paul Roche,3.97
The Complete Plays,Sophocles/Paul Roche,4.27
The Oedipus Cycle: Oedipus Rex  Oedipus at Colonus  Antigone,Sophocles/Robert Fitzgerald/Dudley Fitts,3.97
The Three Theban Plays: Antigone  Oedipus the King  Oedipus at Colonus,Sophocles/Robert Fagles/Bernard Knox,3.97
Theban Plays,Sophocles/Peter Meineck/Paul Woodruff,3.97
The Theban Plays (Everyman's Library  #93),Sophocles/David Grene/Charles Segal,3.97
Electra and Other Plays,Sophocles/E.F. Watling,4.14
Antigone; Oedipus the Kingn; Electra,Sophocles/Edith Hall/H.D.F. Kitto,3.94
Oedipus Rex  (The Theban Plays  #1),Sophocles/J.E. Thomas,3.70
The Oedipus Plays of Sophocles,Sophocles/Paul Roche,3.97
Oedipus Rex (Greek and Latin Classics),Sophocles/Roger D. Dawe,3.70
Oedipus the King,Sophocles/Bernard Knox/Cynthia Brantley Johnson,3.70
Four Plays: The Clouds/The Birds/Lysistrata/The Frogs,Aristophanes/William Arrowsmith/Richmond Lattimore/Douglass Parker,4.06
Three Plays by Aristophanes: Lysistrata/Women at the Thesmophoria/Assemblywomen,Aristophanes/Jeffrey Henderson,3.94
The Complete Plays,Aristophanes/Moses Hadas,4.21
Aristophanes 1: The Acharnians/Peace/Celebrating Ladies/Wealth,Aristophanes/David R. Slavitt,3.83
Clouds/Wasps/Birds (Aristophanes 1),Aristophanes/Peter Meineck,3.77
Lysistrata and Other Plays,Aristophanes/Alan H. Sommerstein,3.95
Acharnians,Aristophanes/Jeffrey Henderson,3.42
Clouds,Aristophanes/Kenneth James Dover,3.75
Clouds/Wasps/Peace,Aristophanes/Jeffrey Henderson,4.07
Three Plays: The Wasps / The Poet and the Women / The Frogs,Aristophanes/David B. Barrett,3.94
Four Comedies: Lysistrata / The Frogs / The Birds / Ladies' Day,Aristophanes/Dudley Fitts,4.03
Frogs/Assemblywomen/Wealth (Loeb Classical Library 180),Aristophanes/Jeffrey Henderson,4.21
Cliffs Notes on Aristophanes' Lysistrata  The Birds  The Clouds  The Frogs,W. John Campbell,2.80
Aristophanes and Athens: An Introduction to the Plays,Douglas M. MacDowell,4.07
Lysistrata,Aristophanes/Douglass Parker,3.85
Peace,Aristophanes/S. Douglas Olson,3.60
Lysistrata,Aristophanes/Sarah Ruden,3.85
The Knights / Peace / The Birds / The Assembly Women / Wealth,Aristophanes/Alan H. Sommerstein/David B. Barrett/David Brett,3.69
Genres in Dialogue: Plato and the Construct of Philosophy,Andrea Wilson Nightingale,4.33
The Curious Incident of the Dog in the Night-Time,Mark Haddon,3.88
The Night Gardener,George Pelecanos,3.64
Twelfth Night,William Shakespeare,3.98
Brokeback Mountain,Annie Proulx,3.94
Getting Things Done: The Art of Stress-Free Productivity,David    Allen,3.99
Getting Things Done When You Are Not in Charge,Geoffrey M. Bellman,3.46
Formas breves,Ricardo Piglia,4.17
El último lector,Ricardo Piglia,4.14
Money to Burn,Ricardo Piglia/Amanda Hopkinson,3.76
Respiración artificial,Ricardo Piglia,3.96
Plata quemada,Ricardo Piglia,3.76
American Government: Continuity and Change  Alternate Edition,Karen  O'Connor/Larry J. Sabato,2.83
Essentials of American and Texas Government: Continuity and Change,Karen  O'Connor/Larry J. Sabato,3.50
El túnel,Ernesto Sabato,4.05
The Confessions (Works of Saint Augustine 1),Augustine of Hippo/John E. Rotelle/Maria Boulding,3.92
The City of God,Augustine of Hippo/Thomas Merton/Marcus Dods,3.92
The Enchiridion on Faith Hope and Love (Augustine Series 1),Augustine of Hippo/Bruce Harbert/John E. Rotelle,4.04
Augustine of Hippo: A Biography,Peter R.L. Brown,4.27
On Christian Doctrine,Augustine of Hippo/D.W. Robertson Jr.,4.03
Confessions  Books 1-13,Augustine of Hippo/Peter R.L. Brown/Frank Sheed,3.92
Saint Augustine,Garry Wills,3.55
Augustine: A Very Short Introduction,Henry Chadwick,3.71
On Genesis/A Refutation of the Manichees/The Unfinished Literal Meaning of Genesis (Works of St Augustine 1),Augustine of Hippo/Boniface Ramsey/Edmund Hill,3.94
Kitchen Confidential: Adventures in the Culinary Underbelly,Anthony Bourdain,4.07
Confesiones de un chef,Anthony Bourdain,4.07
The Metamorphoses of Ovid,Ovid/Allen Mandelbaum,4.05
Metamorphoses,Ovid/David Raeburn/Denis Feeney,4.05
Metamorphoses,Ovid/Bernard Knox/Charles    Martin,4.05
Ovid's Metamorphoses: Books 1-5,Ovid/William Scovil Anderson,4.27
Ovid’s Metamorphoses: Books 6-10,Ovid/William Scovil Anderson,4.32
Latin Via Ovid: A First Course,Norma Goldman/Jacob E. Nyenhuis,4.36
The Art of Love and Other Poems,Ovid/J.H. Mozley/G.P. Goold,4.02
The Poems of Exile: Tristia and the Black Sea Letters,Ovid/Peter Green,4.12
Metamorphoses: Volume 2  Books IX-XV,Ovid/Frank Justus Miller,4.52
Metamorphoses: Volume I  Books I-VIII,Ovid/Frank Justus Miller,4.42
Practice! Practice!: A Latin Via Ovid Workbook,Norma Goldman/Michael  Rossi,4.08
Tibullus: A Commentary,Michael C.J. Putnam,3.71
Dionysiac Poetics and Euripides' Bacchae,Charles Segal,4.62
Antigone,Sophocles/Reginald Gibbons/Charles Segal,3.64
Antigone,Sophocles/Reginald Gibbons/Charles Segal,3.64
Object-Oriented Programming in C++,Richard Johnsonbaugh/Martin Kalin,4.07
The Iliad,Homer/Robert Fitzgerald,3.86
Love  Sex & Tragedy: How the Ancient World Shapes Our Lives,Simon Goldhill,3.79
Reading Greek Tragedy,Simon Goldhill,4.12
Who Needs Greek? Contests in the Cultural History of Hellenism,Simon Goldhill,3.40
Foucault's Virginity: Ancient Erotic Fiction & the History of Sexuality (Stanford Memorial Lecture),Simon Goldhill,3.73
2012: The Return of Quetzalcoatl,Daniel Pinchbeck,3.42
Breaking Open the Head: A Psychedelic Journey Into the Heart of Contemporary Shamanism,Daniel Pinchbeck/Lee Fukui,4.06
Them: Adventures with Extremists,Jon Ronson,3.95
The Men Who Stare at Goats,Jon Ronson,3.61
Guns  Germs and Steel: The Fates of Human Societies,Jared Diamond,4.03
Caught Inside: A Surfer's Year on the California Coast,Daniel Duane,3.87
Into the Wild,Jon Krakauer,3.98
Wild at Heart: Discovering the Secret of a Man's Soul,John Eldredge,3.92
Wild Swans: Three Daughters of China,Jung Chang,4.26
Wild Fire (John Corey  #4),Nelson DeMille,4.01
Born to Be Wild,Catherine Coulter,3.78
The Call of the Wild,Jack London/Avi,3.86
Wild About Books,Judy Sierra/Marc Brown,4.17
In Web Design for Libraries,Charles P. Rubenstein,2.67
Nickel and Dimed: On (Not) Getting by in America,Barbara Ehrenreich,3.63
The History of Sexuality 1: An Introduction,Michel Foucault/Robert Hurley,4.04
The History of Sexuality  Volume 1: The Will to Knowledge,Michel Foucault/Robert Hurley,4.04
The History of Sexuality  Volume 2: The Use of Pleasure,Michel Foucault/Robert Hurley,4.08
The Making of Pride and Prejudice,Sue Birtwistle/Sue Conklin/Susie Conklin,4.45
Pride and Prejudice,Jane Austen,4.26
Pride & Prejudice,Jane Austen/Vivien Jones,4.26
Pride and Prejudice,Jane Austen/George Saintsbury/Hugh  Thomson,4.26
Pride and Prejudice,Jane Austen/Carol Howard,4.26
Under the Banner of Heaven: A Story of Violent Faith,Jon Krakauer,4.00
Iceland: Land of the Sagas,David  Roberts/Jon Krakauer,3.71
Into Thin Air: A Personal Account of the Mount Everest Disaster,Jon Krakauer,4.17
In the Land of White Death: An Epic Story of Survival in the Siberian Arctic,Valerian Albanov/Jon Krakauer/David  Roberts/Alison Anderson/Валериан Альбанов,4.01
The World Is Flat: A Brief History of the Twenty-first Century,Thomas L. Friedman,3.68
La Tierra es plana: Breve historia del mundo globalizado del siglo XXI,Thomas L. Friedman,3.68
The Avalanche Handbook,David McClung/Peter Schaerer,4.07
Avalanche,Arthur J. Roth,3.65
Little Women,Louisa May Alcott,4.07
Little Women (Little Women  #1),Louisa May Alcott/Scott McKowen,4.07
Little Women,Louisa May Alcott/Paula Danziger,4.07
Little Women,Louisa May Alcott/Jessie Willcox Smith/Frank T. Merrill,4.07
Little Women  Little Men  Jo's Boys,Louisa May Alcott/Elaine Showalter,4.33
Little Women,Louisa May Alcott,4.07
A Tale of Two Cities,Charles Dickens/Keith Cox/Cynthia Brantley Johnson,3.84
A Tale of Two Cities,Charles Dickens/Gillen D'Arcy Wood,3.84
A Tale of Two Cities: Charles Dickens,SparkNotes,4.00
A Tale of Two Cities,Charles Dickens/Gillen D'Arcy Wood,3.84
A Tale of Two Cities,Charles Dickens/Simon Schama,3.84
Den of Thieves,James B. Stewart,4.16
Den of Thieves (Cat Royal  #3),Julia Golding,4.21
Charles Dickens: Four Novels:  Great Expectations  Hard Times  A Christmas Carol  and A Tale of Two Cities,Charles Dickens,4.30
Bleak House,Charles Dickens/Mary Gaitskill/Hablot Knight Browne,4.01
David Copperfield,Charles Dickens/Gish Jen,3.99
What Jane Austen Ate and Charles Dickens Knew: From Fox Hunting to Whist—the Facts of Daily Life in 19th-Century England,Daniel Pool,3.85
Charles Dickens,Jane Smiley,3.82
Martin Chuzzlewit,Charles Dickens/Patricia Ingham/Hablot Knight Browne,3.83
Why Is Sex Fun? The Evolution of Human Sexuality (Science Masters),Jared Diamond,3.71
The Third Chimpanzee: The Evolution & Future of the Human Animal,Jared Diamond,4.06
J.K.Rowling,Colleen Sexton,3.84
Harry Potter Schoolbooks Box Set: Two Classic Books from the Library of Hogwarts School of Witchcraft and Wizardry,J.K. Rowling,4.40
J.K. Rowling's Harry Potter Novels: A Reader's Guide,Philip Nel,3.58
Harry Potter and the Half-Blood Prince (Harry Potter  #6),J.K. Rowling,4.57
The Santaroga Barrier,Frank Herbert,3.66
The Dosadi Experiment (ConSentiency Universe  #2),Frank Herbert,3.81
The Eyes of Heisenberg,Frank Herbert,3.43
The Birds (Methuen Drama),Sean O'Brien,2.67
The Frogs,Aristophanes/B.B. Rogers,3.80
Lysistrata,Aristophanes/Jeffrey Henderson,3.85
"Myths of the Underworld Journey: Plato  Aristophanes  and the ""Orphic"" Gold Tablets",Radcliffe G. Edmonds III,3.75
Assembly of Women (Literary Classics),Aristophanes/Robert Mayhew,3.77
Comoediae 1: Acharenses/Equites/Nubes/Vespae/Pax/Aves,Aristophanes/F.W. Hall/W.M. Geldart,5.00
Aristophanes and His Theatre of the Absurd,Paul Anthony Cartledge,3.86
Later Novels and Other Writings: The Lady in the Lake / The Little Sister / The Long Goodbye / Playback / Double Indemnity (screenplay) / Selected Essays and Letters,Raymond Chandler/Frank MacShane,4.47
Stories and Early Novels: Pulp Stories / The Big Sleep / Farewell  My Lovely / The High Window,Raymond Chandler/Frank MacShane,4.50
The Lady in the Lake  The Little Sister  The Long Goodbye  Playback (Everyman's Library),Raymond Chandler/Tom Hiney,4.45
The High Window (Philip Marlowe  #3),Raymond Chandler,4.08
The Simple Art of Murder,Raymond Chandler,4.16
The Big Sleep (Philip Marlowe  #1),Raymond Chandler,4.01
The Long Goodbye (Philip Marlowe  #6),Raymond Chandler,4.22
An Evening of Long Goodbyes,Paul Murray,3.60
The Long Goodbye: Memories of My Father,Patti   Davis,3.82
Ghost In the Shell 2: Innocence: After the Long Goodbye,Masaki Yamada/Yuji Oniki/Carl Gustav Horn,3.97
The Long Goodbye (Philip Marlowe  #6),Raymond Chandler,4.22
Breaking the Spell: Religion as a Natural Phenomenon,Daniel C. Dennett,3.89
Darwin's Dangerous Idea: Evolution and the Meanings of Life,Daniel C. Dennett,4.04
Freedom Evolves,Daniel C. Dennett,3.83
Brainstorms: Philosophical Essays on Mind and Psychology,Daniel C. Dennett,3.95
Kinds of Minds: Towards an Understanding of Consciousness,Daniel C. Dennett,3.82
Leaps of Faith: Science  Miracles & the Search for Supernatural Consolation,Nicholas Humphrey/Daniel C. Dennett,3.61
Elbow Room: The Varieties of Free Will Worth Wanting,Daniel C. Dennett,3.92
The Mind’s I: Fantasies and Reflections on Self and Soul,Douglas R. Hofstadter/Daniel C. Dennett,4.14
